date,state,energy_mu,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,relative_humidity_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,cloud_cover_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,is_national_holiday,is_state_holiday,holiday_name
2024-04-08,Arunachal Pradesh,3.0,28.6,19.8,23.7,26.3,76,5.5,5.5,10.1,26.3,72,977.1,18.07,3.79,0,0,
2024-04-09,Arunachal Pradesh,2.1,28.2,18.8,22.7,25.3,79,4.4,4.4,9.1,25.6,69,978.4,18.67,3.77,0,0,
2024-04-10,Arunachal Pradesh,1.9,29.3,16.8,22.6,24.3,71,0.0,0.0,11.8,27.4,44,978.9,18.67,4.08,0,0,
2024-04-11,Arunachal Pradesh,2.4,29.3,16.4,23.1,24.7,66,0.1,0.1,13.9,29.2,70,980.0,17.97,3.94,1,0,Eid al-Fitr
2024-04-12,Arunachal Pradesh,2.4,27.8,18.6,22.6,24.1,74,3.7,3.7,17.7,40.7,51,979.6,19.38,4.08,0,0,
2024-04-13,Arunachal Pradesh,2.3,30.0,17.2,23.3,25.0,67,0.0,0.0,6.9,19.1,73,978.5,16.69,3.61,0,0,
2024-04-14,Arunachal Pradesh,2.6,30.7,18.0,24.1,26.2,66,0.0,0.0,8.0,22.3,37,978.0,19.83,4.3,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-15,Arunachal Pradesh,2.9,30.3,18.2,24.6,27.1,67,0.0,0.0,5.2,18.4,27,977.3,18.54,3.97,0,0,
2024-04-16,Arunachal Pradesh,2.4,28.2,20.6,23.9,27.1,78,15.8,15.8,8.4,20.5,78,976.1,13.66,2.9,0,0,
2024-04-17,Arunachal Pradesh,2.5,22.0,19.0,20.6,23.3,95,81.1,81.1,13.0,38.2,90,974.8,7.65,1.44,1,0,Ram Navami
2024-04-18,Arunachal Pradesh,2.0,28.1,18.7,22.7,25.3,80,0.7,0.7,8.7,21.2,75,974.2,17.42,3.47,0,0,
2024-04-19,Arunachal Pradesh,2.0,26.2,20.0,22.1,24.5,83,26.3,26.3,13.5,32.0,63,971.4,14.66,2.87,0,0,
2024-04-20,Arunachal Pradesh,2.7,26.8,18.7,22.5,25.1,85,7.8,7.8,13.0,33.1,65,970.7,16.07,3.19,0,0,
2024-04-21,Arunachal Pradesh,2.5,25.2,19.9,22.1,24.7,89,7.2,7.2,15.0,34.2,72,971.7,13.88,2.61,1,0,Mahavira's Birthday
2024-04-22,Arunachal Pradesh,2.6,27.4,19.4,23.1,25.9,84,5.6,5.6,14.7,35.3,72,973.1,19.34,3.79,0,0,
2024-04-23,Arunachal Pradesh,2.5,27.5,19.5,23.1,26.2,85,11.2,11.2,9.8,34.9,73,971.6,18.06,3.57,0,0,
2024-04-24,Arunachal Pradesh,2.6,27.4,18.6,22.5,24.7,83,39.4,39.4,15.5,34.2,34,971.6,21.9,4.23,0,0,
2024-04-25,Arunachal Pradesh,2.4,26.8,17.5,22.1,23.6,81,9.8,9.8,18.8,40.7,52,973.5,21.33,4.15,0,0,
2024-04-26,Arunachal Pradesh,2.3,27.3,18.4,22.7,25.1,81,3.1,3.1,14.2,33.1,54,973.7,19.13,3.84,0,0,
2024-04-27,Arunachal Pradesh,2.8,28.3,18.6,23.2,25.9,81,5.9,5.9,14.8,36.0,45,973.8,20.2,3.97,0,0,
2024-04-28,Arunachal Pradesh,2.3,24.7,19.9,21.3,23.9,92,38.2,38.2,14.5,37.1,82,973.5,12.38,2.19,0,0,
2024-04-29,Arunachal Pradesh,2.5,25.8,19.3,22.5,24.9,85,7.7,7.7,15.8,36.0,62,974.1,15.81,3.13,0,0,
2024-04-30,Arunachal Pradesh,2.6,27.1,19.6,22.8,25.0,82,9.7,9.7,15.3,35.6,50,970.7,18.58,3.73,0,0,
2024-05-01,Arunachal Pradesh,3.1,24.7,19.3,21.7,24.2,90,13.7,13.7,13.8,36.7,77,968.6,14.08,2.58,0,0,
2024-05-02,Arunachal Pradesh,2.2,27.6,18.4,22.7,25.7,85,11.8,11.8,12.9,43.6,35,969.0,21.62,4.21,0,0,
2024-05-03,Arunachal Pradesh,2.2,26.2,17.0,21.5,22.6,77,0.5,0.5,20.8,45.7,43,974.8,20.4,3.95,0,0,
2024-05-04,Arunachal Pradesh,2.5,30.5,17.0,24.0,26.4,68,0.0,0.0,7.3,21.6,55,974.0,23.32,4.85,0,0,
2024-05-05,Arunachal Pradesh,2.6,24.0,19.6,21.6,23.7,83,17.9,17.9,17.9,42.5,80,973.9,15.18,2.91,0,0,
2024-05-06,Arunachal Pradesh,2.4,25.4,18.3,21.1,22.9,84,0.1,0.1,14.4,33.8,85,977.6,17.28,3.24,0,0,
2024-05-07,Arunachal Pradesh,2.7,27.9,19.4,23.2,26.2,78,0.0,0.0,9.3,26.6,71,979.3,19.74,3.98,0,0,
2024-05-08,Arunachal Pradesh,2.8,30.1,18.5,24.4,27.4,73,0.0,0.0,9.6,20.2,79,977.4,22.21,4.63,0,0,
2024-05-09,Arunachal Pradesh,3.1,27.4,19.2,23.2,25.7,79,0.2,0.2,15.0,35.6,70,977.0,16.44,3.38,0,0,
2024-05-10,Arunachal Pradesh,2.5,28.0,18.8,23.0,25.5,76,0.4,0.4,13.8,32.4,63,977.6,18.87,3.86,0,0,
2024-05-11,Arunachal Pradesh,2.8,28.2,19.4,23.9,27.0,76,0.0,0.0,8.5,24.8,36,978.3,20.7,4.14,0,0,
2024-05-12,Arunachal Pradesh,3.0,30.3,19.4,25.1,28.4,74,0.0,0.0,8.0,22.3,55,977.9,22.37,4.67,0,0,
2024-05-13,Arunachal Pradesh,2.6,30.0,20.2,25.3,29.1,76,8.9,8.9,11.2,30.6,40,976.9,20.64,4.23,0,0,
2024-05-14,Arunachal Pradesh,2.8,30.8,21.2,26.0,30.2,76,0.3,0.3,9.7,25.2,39,976.4,22.81,4.72,0,0,
2024-05-15,Arunachal Pradesh,2.8,33.0,21.6,27.4,31.4,70,0.3,0.3,12.0,28.4,36,976.7,23.48,5.2,0,0,
2024-05-16,Arunachal Pradesh,3.0,30.7,21.6,25.8,30.8,85,42.6,42.6,13.1,28.4,52,976.5,19.83,4.09,0,0,
2024-05-17,Arunachal Pradesh,2.7,28.1,22.2,24.4,28.8,90,34.2,34.2,16.1,37.4,93,974.6,16.21,3.19,0,0,
2024-05-18,Arunachal Pradesh,2.9,25.8,21.8,23.8,28.1,89,5.7,5.7,6.3,15.1,96,973.8,9.09,1.9,0,0,
2024-05-19,Arunachal Pradesh,3.2,27.5,22.2,24.7,29.3,87,4.2,4.2,5.9,20.2,83,972.7,16.28,3.22,0,0,
2024-05-20,Arunachal Pradesh,3.1,29.0,21.8,25.3,29.8,84,1.3,1.3,10.0,24.8,87,973.7,19.93,4.01,0,0,
2024-05-21,Arunachal Pradesh,2.8,31.3,21.8,27.2,31.3,72,0.6,0.6,9.5,25.6,28,974.0,22.92,4.95,0,0,
2024-05-22,Arunachal Pradesh,2.6,33.6,22.0,27.5,31.7,69,0.0,0.0,6.6,20.2,16,973.2,23.53,5.08,0,0,
2024-05-23,Arunachal Pradesh,2.8,32.7,22.7,27.9,33.1,75,0.0,0.0,12.3,34.9,15,971.7,23.36,4.98,1,0,Buddha Purnima
2024-05-24,Arunachal Pradesh,2.9,32.2,23.5,27.8,32.7,76,3.5,3.5,11.4,31.0,25,970.7,23.63,4.99,0,0,
2024-05-25,Arunachal Pradesh,3.0,35.5,23.4,29.6,33.8,64,0.0,0.0,14.4,35.3,3,968.6,26.09,6.09,0,0,
2024-05-26,Arunachal Pradesh,2.8,34.0,24.5,29.3,33.7,68,1.3,1.3,13.0,32.0,38,968.6,22.38,5.27,0,0,
2024-05-27,Arunachal Pradesh,3.3,28.5,24.6,25.9,30.9,90,22.5,22.5,14.2,34.2,97,968.5,9.57,2.09,0,0,
2024-05-28,Arunachal Pradesh,2.8,25.0,23.5,24.2,28.0,94,93.0,93.0,21.1,53.6,100,964.4,2.25,0.77,0,0,
2024-05-29,Arunachal Pradesh,2.8,31.1,23.3,26.1,31.1,87,54.6,54.6,15.8,38.2,86,967.2,15.78,3.39,0,0,
2024-05-30,Arunachal Pradesh,2.7,30.5,23.1,25.6,30.7,89,34.0,34.0,9.5,30.6,85,970.9,17.93,3.74,0,0,
2024-05-31,Arunachal Pradesh,2.7,28.4,22.7,24.7,29.1,88,10.8,10.8,9.7,24.5,71,972.2,12.94,2.72,0,0,
2024-06-01,Arunachal Pradesh,2.6,31.1,22.6,26.3,31.1,83,36.5,36.5,14.0,33.5,71,972.7,23.16,4.81,0,0,
2024-06-02,Arunachal Pradesh,2.8,27.5,22.4,24.3,28.9,90,29.6,29.6,9.1,31.3,79,973.9,12.03,2.44,0,0,
2024-06-03,Arunachal Pradesh,2.2,27.4,22.2,23.9,28.1,91,53.1,53.1,9.7,32.4,94,973.0,13.22,2.64,0,0,
2024-06-04,Arunachal Pradesh,2.6,29.3,22.1,25.0,29.5,87,34.8,34.8,9.7,24.1,77,973.6,16.12,3.31,0,0,
2024-06-05,Arunachal Pradesh,2.7,30.2,22.6,26.0,30.9,82,9.3,9.3,6.6,19.8,53,973.5,19.61,4.04,0,0,
2024-06-06,Arunachal Pradesh,2.6,32.0,21.6,27.3,32.3,76,1.1,1.1,7.9,23.8,39,972.8,23.19,4.92,0,0,
2024-06-07,Arunachal Pradesh,2.6,31.0,23.4,26.8,32.1,82,3.1,3.1,8.2,27.4,30,970.4,22.92,4.77,0,0,
2024-06-08,Arunachal Pradesh,2.6,29.9,22.6,26.2,31.3,85,27.7,27.7,11.7,33.8,53,970.0,21.06,4.32,0,0,
2024-06-09,Arunachal Pradesh,3.0,30.6,23.1,26.9,32.5,85,37.1,37.1,8.8,29.2,94,969.8,20.44,4.25,0,0,
2024-06-10,Arunachal Pradesh,3.1,31.8,23.5,27.3,33.3,86,7.9,7.9,8.4,23.8,91,970.3,19.8,4.13,0,0,
2024-06-11,Arunachal Pradesh,2.9,31.7,24.0,27.4,33.4,85,16.3,16.3,8.1,25.2,71,970.5,21.97,4.55,0,0,
2024-06-12,Arunachal Pradesh,3.1,31.5,23.9,26.9,32.9,87,22.4,22.4,8.7,23.4,94,970.6,18.36,3.9,0,0,
2024-06-13,Arunachal Pradesh,3.2,31.1,23.6,26.5,32.2,88,27.5,27.5,11.7,29.9,97,970.0,18.04,3.79,0,0,
2024-06-14,Arunachal Pradesh,3.0,31.3,23.7,26.5,32.4,88,32.5,32.5,8.1,27.7,99,969.0,20.37,4.21,0,0,
2024-06-15,Arunachal Pradesh,2.9,29.5,23.4,25.9,31.5,90,18.5,18.5,9.8,23.4,93,969.6,13.46,2.83,0,0,
2024-06-16,Arunachal Pradesh,2.7,30.1,23.6,26.7,31.7,85,1.8,1.8,15.1,36.4,95,970.6,19.42,4.01,0,0,
2024-06-17,Arunachal Pradesh,2.6,29.2,23.7,25.6,30.8,90,49.6,49.6,13.8,36.7,99,970.3,13.42,2.79,1,0,Eid al-Adha
2024-06-18,Arunachal Pradesh,3.9,27.8,23.7,25.1,30.0,92,23.8,23.8,13.7,36.7,100,968.5,9.77,2.1,0,0,
2024-06-19,Arunachal Pradesh,2.7,26.8,23.3,24.5,29.3,92,18.0,18.0,11.3,27.4,100,968.6,8.68,1.84,0,0,
2024-06-20,Arunachal Pradesh,3.1,27.3,23.1,25.0,29.6,87,14.7,14.7,7.7,22.7,81,969.7,12.36,2.55,0,0,
2024-06-21,Arunachal Pradesh,2.9,30.4,23.1,26.7,32.0,83,1.9,1.9,11.6,27.4,49,969.7,20.78,4.27,0,0,
2024-06-22,Arunachal Pradesh,2.9,32.3,23.3,27.9,33.6,80,2.1,2.1,9.5,27.4,67,969.2,23.32,4.97,0,0,
2024-06-23,Arunachal Pradesh,2.7,30.6,24.5,27.5,33.3,85,20.4,20.4,11.4,31.7,98,969.4,19.22,3.97,0,0,
2024-06-24,Arunachal Pradesh,2.9,30.3,23.6,26.9,32.6,89,18.2,18.2,14.8,38.9,100,968.8,19.2,3.93,0,0,
2024-06-25,Arunachal Pradesh,2.5,30.7,23.8,26.7,32.4,90,24.9,24.9,15.3,34.9,100,969.3,15.84,3.33,0,0,
2024-06-26,Arunachal Pradesh,2.8,32.0,24.3,27.8,34.0,84,15.8,15.8,8.3,25.9,88,970.1,19.99,4.24,0,0,
2024-06-27,Arunachal Pradesh,2.7,29.8,24.6,27.0,32.9,86,10.5,10.5,7.8,22.7,85,971.3,16.01,3.31,0,0,
2024-06-28,Arunachal Pradesh,2.9,29.2,24.4,26.1,30.8,90,27.4,27.4,17.7,42.1,99,969.6,12.48,2.53,0,0,
2024-06-29,Arunachal Pradesh,3.3,29.4,24.3,26.2,31.3,89,37.8,37.8,18.6,43.6,99,969.3,12.47,2.64,0,0,
2024-06-30,Arunachal Pradesh,2.2,29.1,23.7,25.6,31.4,94,72.9,72.9,8.6,26.6,100,969.0,10.24,2.17,0,0,
2024-07-01,Arunachal Pradesh,1.9,25.0,23.1,23.8,28.0,95,46.5,46.5,12.2,28.4,100,968.2,6.22,1.29,0,0,
2024-07-02,Arunachal Pradesh,2.6,27.9,22.9,25.2,30.1,89,18.5,18.5,9.6,23.0,97,968.0,11.45,2.41,0,0,
2024-07-03,Arunachal Pradesh,2.5,29.4,24.2,26.6,32.1,87,21.4,21.4,12.0,29.2,90,969.8,15.16,3.13,0,0,
2024-07-04,Arunachal Pradesh,2.7,30.8,24.4,27.3,32.7,85,20.7,20.7,15.1,36.0,100,971.3,16.65,3.62,0,0,
2024-07-05,Arunachal Pradesh,2.6,29.2,24.5,26.4,31.9,88,31.5,31.5,10.0,28.4,100,970.3,13.17,2.8,0,0,
2024-07-06,Arunachal Pradesh,2.7,30.2,24.1,26.5,31.8,88,18.8,18.8,14.5,36.0,95,970.0,16.6,3.43,0,0,
2024-07-07,Arunachal Pradesh,2.8,31.2,23.8,27.1,32.8,86,11.0,11.0,15.3,34.9,92,971.2,20.1,4.13,0,0,
2024-07-08,Arunachal Pradesh,2.4,31.8,24.3,27.5,32.5,84,5.5,5.5,17.9,42.8,90,970.7,22.62,4.77,0,0,
2024-07-09,Arunachal Pradesh,2.3,30.7,24.5,27.1,30.8,83,2.2,2.2,26.0,59.0,97,970.9,20.79,4.49,0,0,
2024-07-10,Arunachal Pradesh,2.6,29.9,24.2,26.5,30.3,86,6.6,6.6,23.7,57.2,99,971.0,19.95,3.99,0,0,
2024-07-11,Arunachal Pradesh,2.7,30.2,24.1,26.8,30.6,84,2.2,2.2,21.4,49.3,93,968.8,18.41,3.84,0,0,
2024-07-12,Arunachal Pradesh,2.8,29.4,25.2,27.3,31.9,83,3.5,3.5,16.8,40.0,96,967.5,14.7,3.25,0,0,
2024-07-13,Arunachal Pradesh,2.9,32.6,24.7,28.1,33.4,82,4.8,4.8,18.1,43.6,93,966.4,22.7,4.81,0,0,
2024-07-14,Arunachal Pradesh,2.9,31.9,24.8,27.5,33.7,86,5.3,5.3,9.7,22.0,100,967.7,18.64,3.95,0,0,
2024-07-15,Arunachal Pradesh,2.9,31.6,24.4,27.6,33.7,87,16.8,16.8,12.6,31.3,97,970.2,19.39,4.01,0,0,
2024-07-16,Arunachal Pradesh,3.0,31.0,25.2,27.4,33.4,85,14.3,14.3,7.6,20.2,98,971.1,15.45,3.31,0,0,
2024-07-17,Arunachal Pradesh,3.0,31.5,24.7,27.9,33.8,82,1.6,1.6,10.8,28.1,92,970.0,22.29,4.6,1,0,Ashura
2024-07-18,Arunachal Pradesh,2.9,31.3,25.5,28.5,34.4,79,1.0,1.0,8.6,22.0,98,969.0,19.9,4.26,0,0,
2024-07-19,Arunachal Pradesh,3.3,33.7,24.9,29.4,35.8,78,1.4,1.4,9.0,25.2,97,967.2,24.66,5.28,0,0,
2024-07-20,Arunachal Pradesh,2.6,32.2,25.2,28.1,34.5,85,19.1,19.1,12.2,32.0,100,968.8,20.5,4.3,0,0,
2024-07-21,Arunachal Pradesh,3.0,29.3,25.2,26.8,32.9,91,13.0,13.0,8.0,23.8,100,969.7,12.06,2.51,0,0,
2024-07-22,Arunachal Pradesh,2.9,29.5,24.4,26.3,32.2,91,38.5,38.5,8.2,21.2,100,970.4,10.0,2.18,0,0,
2024-07-23,Arunachal Pradesh,2.7,32.1,25.1,27.8,33.7,83,0.9,0.9,12.2,31.7,99,968.5,19.7,4.24,0,0,
2024-07-24,Arunachal Pradesh,2.9,32.0,24.6,28.0,34.5,85,6.3,6.3,8.3,26.6,97,964.8,20.9,4.37,0,0,
2024-07-25,Arunachal Pradesh,3.0,32.6,25.2,28.5,34.7,82,13.0,13.0,9.7,25.9,87,963.5,18.63,3.98,0,0,
2024-07-26,Arunachal Pradesh,3.0,35.2,26.8,30.6,36.2,72,0.1,0.1,13.0,33.1,98,963.7,24.46,5.67,0,0,
2024-07-27,Arunachal Pradesh,3.3,35.9,26.9,31.2,37.0,69,0.5,0.5,14.3,36.7,69,966.6,26.0,6.08,0,0,
2024-07-28,Arunachal Pradesh,3.3,34.1,26.6,30.1,37.2,80,7.8,7.8,7.2,20.5,84,967.2,22.36,4.9,0,0,
2024-07-29,Arunachal Pradesh,3.3,30.8,24.9,27.5,34.1,90,19.0,19.0,10.2,25.2,99,967.6,13.22,2.8,0,0,
2024-07-30,Arunachal Pradesh,4.8,29.6,25.1,27.1,33.7,91,14.8,14.8,6.4,20.5,81,969.2,14.44,2.98,0,0,
2024-07-31,Arunachal Pradesh,3.5,32.8,25.2,29.1,35.6,82,9.3,9.3,15.7,31.3,41,969.2,22.0,4.73,0,0,
2024-08-01,Arunachal Pradesh,3.1,31.7,25.0,28.1,33.8,83,6.3,6.3,17.1,38.2,81,970.2,20.97,4.62,0,0,
2024-08-02,Arunachal Pradesh,3.0,30.4,24.6,26.9,31.5,81,17.6,17.6,14.5,37.1,93,971.0,13.13,3.04,0,0,
2024-08-03,Arunachal Pradesh,2.8,31.6,24.1,28.0,32.3,75,0.1,0.1,16.9,40.0,62,972.3,23.21,5.15,0,0,
2024-08-04,Arunachal Pradesh,2.5,30.7,24.6,27.6,32.6,82,1.5,1.5,16.9,39.2,70,972.1,22.3,4.6,0,0,
2024-08-05,Arunachal Pradesh,1.7,29.8,24.3,26.4,32.0,90,8.0,8.0,13.1,35.3,95,972.0,15.81,3.19,0,0,
2024-08-06,Arunachal Pradesh,2.9,29.6,23.9,26.6,32.0,86,0.5,0.5,9.6,25.6,87,971.5,15.52,3.24,0,0,
2024-08-07,Arunachal Pradesh,2.8,29.4,24.3,26.7,32.4,87,7.8,7.8,8.6,23.0,91,971.6,13.99,2.86,0,0,
2024-08-08,Arunachal Pradesh,2.7,26.5,23.8,24.9,30.4,95,88.8,88.8,8.8,21.2,98,972.8,4.54,0.98,0,0,
2024-08-09,Arunachal Pradesh,2.6,29.8,23.8,26.5,30.6,86,6.3,6.3,21.9,51.8,90,972.8,19.11,3.84,0,0,
2024-08-10,Arunachal Pradesh,2.3,29.1,24.4,26.4,31.2,88,4.2,4.2,17.8,40.0,95,971.9,12.56,2.63,0,0,
2024-08-11,Arunachal Pradesh,2.4,27.7,24.2,25.4,31.2,93,30.2,30.2,7.5,20.9,100,971.6,7.42,1.56,0,0,
2024-08-12,Arunachal Pradesh,2.8,29.4,24.2,26.3,32.0,90,24.4,24.4,10.6,25.2,78,971.6,12.92,2.75,0,0,
2024-08-13,Arunachal Pradesh,3.0,32.1,24.7,28.0,34.1,84,1.5,1.5,9.7,25.6,82,971.9,20.3,4.34,0,0,
2024-08-14,Arunachal Pradesh,3.0,31.3,24.6,28.2,34.4,85,2.0,2.0,10.1,26.3,93,972.1,17.32,3.64,0,0,
2024-08-15,Arunachal Pradesh,2.9,29.8,24.7,26.7,32.1,88,18.2,18.2,14.6,36.0,84,972.0,12.15,2.48,1,0,Independence Day
2024-08-16,Arunachal Pradesh,3.2,32.2,24.4,28.3,34.6,81,0.7,0.7,7.6,25.2,50,971.1,22.34,4.71,0,0,
2024-08-17,Arunachal Pradesh,3.0,31.3,24.3,27.7,33.7,84,0.0,0.0,8.1,18.7,81,972.1,17.1,3.67,0,0,
2024-08-18,Arunachal Pradesh,2.9,29.2,24.7,27.0,33.1,90,3.4,3.4,12.6,32.8,100,973.2,14.52,2.96,0,0,
2024-08-19,Arunachal Pradesh,2.9,27.9,24.5,26.1,32.1,92,10.9,10.9,6.6,17.6,100,972.8,10.02,2.11,0,0,
2024-08-20,Arunachal Pradesh,3.0,26.0,24.3,24.9,30.1,94,13.5,13.5,10.7,24.8,96,974.1,6.88,1.44,0,0,
2024-08-21,Arunachal Pradesh,3.0,31.5,24.2,27.5,32.8,79,0.9,0.9,9.2,26.6,61,974.1,22.37,4.68,0,0,
2024-08-22,Arunachal Pradesh,3.0,32.0,23.6,27.6,33.2,82,0.9,0.9,7.2,19.4,58,972.8,18.91,4.01,0,0,
2024-08-23,Arunachal Pradesh,3.3,31.9,24.5,27.8,33.8,83,0.4,0.4,7.3,19.4,68,973.3,17.24,3.69,0,0,
2024-08-24,Arunachal Pradesh,2.9,31.5,23.7,27.5,33.3,85,5.5,5.5,9.0,26.3,64,973.7,16.66,3.49,0,0,
2024-08-25,Arunachal Pradesh,2.9,32.1,24.8,28.0,34.1,82,8.0,8.0,11.4,24.1,56,971.6,21.92,4.61,0,0,
2024-08-26,Arunachal Pradesh,3.2,31.5,23.9,27.8,33.9,85,2.9,2.9,8.5,23.8,73,972.3,20.32,4.26,1,0,Janmashtami (Vaishnava)
2024-08-27,Arunachal Pradesh,3.2,31.7,24.4,27.6,33.6,86,1.7,1.7,9.6,25.2,86,973.4,18.13,3.84,0,0,
2024-08-28,Arunachal Pradesh,2.7,31.2,24.7,27.2,33.4,87,4.5,4.5,10.5,27.0,75,972.6,14.43,3.05,0,0,
2024-08-29,Arunachal Pradesh,3.2,32.3,25.0,28.6,35.1,83,3.9,3.9,6.5,22.0,39,971.9,20.1,4.27,0,0,
2024-08-30,Arunachal Pradesh,3.4,32.8,25.7,28.6,35.1,83,5.2,5.2,7.6,22.0,86,972.0,20.11,4.32,0,0,
2024-08-31,Arunachal Pradesh,3.0,28.0,24.5,26.2,31.9,91,2.7,2.7,12.3,32.4,100,973.4,8.19,1.81,0,0,
2024-09-01,Arunachal Pradesh,3.1,31.5,24.7,27.6,33.6,84,0.3,0.3,11.6,28.4,68,974.2,21.44,4.45,0,0,
2024-09-02,Arunachal Pradesh,3.6,31.3,24.3,27.7,34.0,84,4.0,4.0,7.2,21.6,84,974.2,19.12,3.97,0,0,
2024-09-03,Arunachal Pradesh,3.6,32.2,24.7,27.7,34.0,86,5.8,5.8,8.2,25.9,95,974.0,20.37,4.22,0,0,
2024-09-04,Arunachal Pradesh,3.2,29.9,23.6,26.1,31.5,89,7.3,7.3,8.9,27.0,85,971.8,13.55,2.81,0,0,
2024-09-05,Arunachal Pradesh,3.0,28.7,23.2,25.7,31.3,90,14.8,14.8,8.7,20.5,87,971.5,11.97,2.48,0,0,
2024-09-06,Arunachal Pradesh,3.2,32.0,23.6,27.7,33.3,80,0.3,0.3,8.8,27.4,76,971.6,22.54,4.71,0,0,
2024-09-07,Arunachal Pradesh,3.0,33.4,24.0,28.8,34.7,76,0.0,0.0,6.5,20.9,35,971.2,22.4,4.78,0,0,
2024-09-08,Arunachal Pradesh,2.9,33.6,25.1,29.1,35.3,77,0.0,0.0,7.5,16.2,41,970.8,22.44,4.83,0,0,
2024-09-09,Arunachal Pradesh,3.0,31.5,25.2,27.7,34.0,85,3.3,3.3,8.4,24.1,82,970.3,16.38,3.43,0,0,
2024-09-10,Arunachal Pradesh,3.5,30.5,24.7,27.6,33.8,86,1.8,1.8,6.4,17.6,99,970.7,15.72,3.29,0,0,
2024-09-11,Arunachal Pradesh,1.9,28.8,24.8,26.3,31.7,89,5.5,5.5,9.8,25.6,96,971.9,10.98,2.21,0,0,
2024-09-12,Arunachal Pradesh,3.1,33.6,24.3,28.8,34.6,77,0.0,0.0,11.8,29.2,52,970.3,22.29,4.83,0,0,
2024-09-13,Arunachal Pradesh,3.2,34.2,25.5,29.6,33.6,67,0.0,0.0,19.5,47.5,63,969.1,22.32,5.49,0,0,
2024-09-14,Arunachal Pradesh,4.4,33.0,25.8,28.7,32.8,70,0.3,0.3,16.3,39.6,51,969.3,18.72,4.44,0,0,
2024-09-15,Arunachal Pradesh,3.2,31.8,24.9,27.8,32.9,77,0.4,0.4,9.7,23.4,70,970.1,16.74,3.61,0,0,
2024-09-16,Arunachal Pradesh,3.0,32.1,24.6,27.9,33.5,78,2.7,2.7,7.1,21.2,98,972.4,19.46,4.11,1,0,Prophet's Birthday
2024-09-17,Arunachal Pradesh,3.2,32.4,24.7,28.3,34.1,78,0.3,0.3,5.6,20.2,63,973.5,19.41,4.12,0,0,
2024-09-18,Arunachal Pradesh,4.6,33.5,24.1,29.0,35.0,76,0.1,0.1,6.9,22.3,19,972.0,21.21,4.59,0,0,
2024-09-19,Arunachal Pradesh,3.4,34.6,25.7,29.8,35.7,74,0.0,0.0,9.2,24.1,18,971.3,21.36,4.74,0,0,
2024-09-20,Arunachal Pradesh,3.6,34.5,25.6,29.6,35.5,75,0.0,0.0,8.7,24.5,41,971.4,20.69,4.57,0,0,
2024-09-21,Arunachal Pradesh,3.4,35.5,26.3,30.4,36.8,73,0.0,0.0,9.4,24.5,58,972.1,20.41,4.58,0,0,
2024-09-22,Arunachal Pradesh,3.5,35.4,26.5,30.7,37.1,73,0.0,0.0,7.7,23.4,83,971.7,21.36,4.79,0,0,
2024-09-23,Arunachal Pradesh,4.4,37.1,26.5,31.4,37.3,68,0.0,0.0,12.6,28.4,76,972.0,19.83,4.66,0,0,
2024-09-24,Arunachal Pradesh,2.5,28.5,24.9,26.5,31.4,85,16.9,16.9,15.0,36.0,97,974.2,11.78,2.43,0,0,
2024-09-25,Arunachal Pradesh,2.5,31.5,24.4,27.3,32.5,81,3.9,3.9,9.7,25.6,100,975.6,15.29,3.31,0,0,
2024-09-26,Arunachal Pradesh,2.6,26.8,23.4,24.6,29.8,93,9.0,9.0,6.3,16.6,100,977.7,7.25,1.51,0,0,
2024-09-27,Arunachal Pradesh,2.6,27.8,22.8,25.3,30.0,86,2.1,2.1,8.6,25.2,91,977.5,11.97,2.44,0,0,
2024-09-28,Arunachal Pradesh,2.8,28.6,23.2,25.2,29.1,85,6.1,6.1,18.6,46.1,96,976.2,12.7,2.63,0,0,
2024-09-29,Arunachal Pradesh,2.8,27.9,23.4,25.0,30.2,92,10.2,10.2,11.7,32.0,90,975.2,9.62,1.96,0,0,
2024-09-30,Arunachal Pradesh,3.0,29.8,23.6,26.1,31.4,88,1.3,1.3,11.9,28.4,89,973.8,13.8,2.87,0,0,
2024-10-01,Arunachal Pradesh,3.2,28.8,24.1,25.7,31.3,92,11.0,11.0,9.1,22.7,100,973.0,8.87,1.87,0,0,
2024-10-02,Arunachal Pradesh,3.0,29.8,23.7,26.5,31.4,85,1.4,1.4,12.3,32.8,98,972.8,15.89,3.28,1,0,Mahatma Gandhi's Birthday
2024-10-03,Arunachal Pradesh,2.7,26.3,22.6,24.2,28.4,91,20.9,20.9,13.0,29.9,100,973.7,4.26,0.98,0,0,
2024-10-04,Arunachal Pradesh,2.5,24.3,22.3,23.2,27.2,92,18.4,18.4,8.2,20.2,100,975.5,4.89,1.08,0,0,
2024-10-05,Arunachal Pradesh,5.2,24.6,22.2,23.3,27.3,91,15.7,15.7,7.8,16.6,98,977.3,5.27,1.13,0,0,
2024-10-06,Arunachal Pradesh,2.7,27.6,21.2,24.0,28.2,88,4.1,4.1,8.0,23.8,93,979.4,13.06,2.6,0,0,
2024-10-07,Arunachal Pradesh,2.8,29.3,20.7,24.7,28.9,83,1.4,1.4,9.7,26.6,48,980.2,18.46,3.69,0,0,
